sno,search_key,display_key,description,additional _notes,sec_recommendation,link_external,link_internal
,,GetCalendarDaysInMonth,kernal32.dll,,,,
,,GetCalendarDifferenceInDays,kernal32.dll,,,,
,,GetCalendarInfoA,kernal32.dll,,,,
,,GetCalendarInfoEx,kernal32.dll,,,,
,,GetCalendarInfoW,kernal32.dll,,,,
,,GetCalendarMonthsInYear,kernal32.dll,,,,
,,GetCalendarSupportedDateRange,kernal32.dll,,,,
,,GetCalendarWeekNumber,kernal32.dll,,,,
,,GetComPlusPackageInstallStatus,kernal32.dll,,,,
,,GetCommConfig,kernal32.dll,,,,
,,GetCommMask,kernal32.dll,,,,
,,GetCommModemStatus,kernal32.dll,,,,
,,GetCommProperties,kernal32.dll,,,,
,,GetCommState,kernal32.dll,,,,
,,GetCommTimeouts,kernal32.dll,,,,
,,GetCommandLineA,kernal32.dll,,,,
,,GetCommandLineW,kernal32.dll,,,,
,,GetCompressedFileSizeA,kernal32.dll,,,,
,,GetCompressedFileSizeTransactedA,kernal32.dll,,,,
,,GetCompressedFileSizeTransactedW,kernal32.dll,,,,
,,GetCompressedFileSizeW,kernal32.dll,,,,
,,GetComputerNameA,kernal32.dll,,,,
,,GetComputerNameExA,kernal32.dll,,,,
,,GetComputerNameExW,kernal32.dll,,,,
,,GetComputerNameW,kernal32.dll,,,,
,,GetConsoleAliasA,kernal32.dll,,,,
,,GetConsoleAliasExesA,kernal32.dll,,,,
,,GetConsoleAliasExesLengthA,kernal32.dll,,,,
,,GetConsoleAliasExesLengthW,kernal32.dll,,,,
,,GetConsoleAliasExesW,kernal32.dll,,,,
,,GetConsoleAliasW,kernal32.dll,,,,
,,GetConsoleAliasesA,kernal32.dll,,,,
,,GetConsoleAliasesLengthA,kernal32.dll,,,,
,,GetConsoleAliasesLengthW,kernal32.dll,,,,
,,GetConsoleAliasesW,kernal32.dll,,,,
,,GetConsoleCP,kernal32.dll,,,,
,,GetConsoleCharType,kernal32.dll,,,,
,,GetConsoleCommandHistoryA,kernal32.dll,,,,
,,GetConsoleCommandHistoryLengthA,kernal32.dll,,,,
,,GetConsoleCommandHistoryLengthW,kernal32.dll,,,,
,,GetConsoleCommandHistoryW,kernal32.dll,,,,
,,GetConsoleCursorInfo,kernal32.dll,,,,
,,GetConsoleCursorMode,kernal32.dll,,,,
,,GetConsoleDisplayMode,kernal32.dll,,,,
,,GetConsoleFontInfo,kernal32.dll,,,,
,,GetConsoleFontSize,kernal32.dll,,,,
,,GetConsoleHardwareState,kernal32.dll,,,,
,,GetConsoleHistoryInfo,kernal32.dll,,,,
,,GetConsoleInputExeNameA,kernal32.dll,,,,
,,GetConsoleInputExeNameW,kernal32.dll,,,,
,,GetConsoleInputWaitHandle,kernal32.dll,,,,
,,GetConsoleKeyboardLayoutNameA,kernal32.dll,,,,
,,GetConsoleKeyboardLayoutNameW,kernal32.dll,,,,
,,GetConsoleMode,kernal32.dll,,,,
,,GetConsoleNlsMode,kernal32.dll,,,,
,,GetConsoleOriginalTitleA,kernal32.dll,,,,
,,GetConsoleOriginalTitleW,kernal32.dll,,,,
,,GetConsoleOutputCP,kernal32.dll,,,,
,,GetConsoleProcessList,kernal32.dll,,,,
,,GetConsoleScreenBufferInfo,kernal32.dll,,,,
,,GetConsoleScreenBufferInfoEx,kernal32.dll,,,,
,,GetConsoleSelectionInfo,kernal32.dll,,,,
,,GetConsoleTitleA,kernal32.dll,,,,
,,GetConsoleTitleW,kernal32.dll,,,,
,,GetConsoleWindow,kernal32.dll,,,,
,,GetCryptApiExponentValue (120),kernal32.dll,,,,
,,GetCurrencyFormatA,kernal32.dll,,,,
,,GetCurrencyFormatEx,kernal32.dll,,,,
,,GetCurrencyFormatW,kernal32.dll,,,,
,,GetCurrentActCtx,kernal32.dll,,,,
,,GetCurrentActCtxWorker,kernal32.dll,,,,
,,GetCurrentApplicationUserModelId,kernal32.dll,,,,
,,GetCurrentConsoleFont,kernal32.dll,,,,
,,GetCurrentConsoleFontEx,kernal32.dll,,,,
,,GetCurrentDirectoryA,kernal32.dll,,,,
,,GetCurrentDirectoryW,kernal32.dll,,,,
,,GetCurrentPackageFamilyName,kernal32.dll,,,,
,,GetCurrentPackageFullName,kernal32.dll,,,,
,,GetCurrentPackageId,kernal32.dll,,,,
,,GetCurrentPackageInfo,kernal32.dll,,,,
,,GetCurrentPackagePath,kernal32.dll,,,,
,,GetCurrentProcess,kernal32.dll,,,,
,,GetCurrentProcessId,kernal32.dll,,,,
,,GetCurrentProcessorNumber,kernal32.dll,,,,
,,GetCurrentProcessorNumberEx,kernal32.dll,,,,
,,GetCurrentThread,kernal32.dll,,,,
,,GetCurrentThreadId,kernal32.dll,,,,
,,GetCurrentThreadStackLimits,kernal32.dll,,,,
,,GetCurrentUmsThread,kernal32.dll,,,,
,,GetDateFormatA,kernal32.dll,,,,
,,GetDateFormatAWorker,kernal32.dll,,,,
,,GetDateFormatEx,kernal32.dll,,,,
,,GetDateFormatW,kernal32.dll,,,,
,,GetDateFormatWWorker,kernal32.dll,,,,
,,GetDaylightFlag,kernal32.dll,,,,
,,GetDefaultCommConfigA,kernal32.dll,,,,
,,GetDefaultCommConfigW,kernal32.dll,,,,
,,GetDefaultSortKeySize,kernal32.dll,,,,
,,GetDevicePowerState,kernal32.dll,,,,
,,GetDiskFreeSpaceA,kernal32.dll,,,,
,,GetDiskFreeSpaceExA,kernal32.dll,,,,
,,GetDiskFreeSpaceExW,kernal32.dll,,,,
,,GetDiskFreeSpaceW,kernal32.dll,,,,
,,GetDllDirectoryA,kernal32.dll,,,,
,,GetDllDirectoryW,kernal32.dll,,,,
,,GetDriveTypeA,kernal32.dll,,,,
,,GetDriveTypeW,kernal32.dll,,,,
,,GetDurationFormat,kernal32.dll,,,,
,,GetDurationFormatEx,kernal32.dll,,,,
,,GetDynamicTimeZoneInformation,kernal32.dll,,,,
,,GetEnabledExtendedFeatures,kernal32.dll,,,,
,,GetEnabledXStateFeatures,kernal32.dll,,,,
,,GetEncryptedFileVersionExt,kernal32.dll,,,,
,,GetEnvironmentStrings,kernal32.dll,,,,
,,GetEnvironmentStringsA,kernal32.dll,,,,
,,GetEnvironmentStringsW,kernal32.dll,,,,
,,GetEnvironmentVariableA,kernal32.dll,,,,
,,GetEnvironmentVariableW,kernal32.dll,,,,
,,GetEraNameCountedString,kernal32.dll,,,,
,,GetErrorMode,kernal32.dll,,,,
,,GetExitCodeProcess,kernal32.dll,,,,
,,GetExitCodeThread,kernal32.dll,,,,
,,GetExpandedNameA,kernal32.dll,,,,
,,GetExpandedNameW,kernal32.dll,,,,
,,GetExtendedContextLength,kernal32.dll,,,,
,,GetExtendedFeaturesMask,kernal32.dll,,,,
,,GetFileAttributesA,kernal32.dll,,,,
,,GetFileAttributesExA,kernal32.dll,,,,
,,GetFileAttributesExW,kernal32.dll,,,,
,,GetFileAttributesTransactedA,kernal32.dll,,,,
,,GetFileAttributesTransactedW,kernal32.dll,,,,
,,GetFileAttributesW,kernal32.dll,,,,
,,GetFileBandwidthReservation,kernal32.dll,,,,
,,GetFileInformationByHandle,kernal32.dll,,,,
,,GetFileInformationByHandleEx,kernal32.dll,,,,
,,GetFileMUIInfo,kernal32.dll,,,,
,,GetFileMUIPath,kernal32.dll,,,,
,,GetFileSize,kernal32.dll,,,,
,,GetFileSizeEx,kernal32.dll,,,,
,,GetFileTime,kernal32.dll,,,,
,,GetFileType,kernal32.dll,,,,
,,GetFinalPathNameByHandleA,kernal32.dll,,,,
,,GetFinalPathNameByHandleW,kernal32.dll,,,,
,,GetFirmwareEnvironmentVariableA,kernal32.dll,,,,
,,GetFirmwareEnvironmentVariableExA,kernal32.dll,,,,
,,GetFirmwareEnvironmentVariableExW,kernal32.dll,,,,
,,GetFirmwareEnvironmentVariableW,kernal32.dll,,,,
,,GetFirmwareType,kernal32.dll,,,,
,,GetFullPathNameA,kernal32.dll,,,,
,,GetFullPathNameTransactedA,kernal32.dll,,,,
,,GetFullPathNameTransactedW,kernal32.dll,,,,
,,GetFullPathNameW,kernal32.dll,,,,
,,GetGeoInfoA,kernal32.dll,,,,
,,GetGeoInfoW,kernal32.dll,,,,
,,GetHandleContext,kernal32.dll,,,,
,,GetHandleInformation,kernal32.dll,,,,
,,GetHivePath,kernal32.dll,,,,
,,GetLSCallbackTarget,kernal32.dll,,,,
,,GetLSCallbackTemplate,kernal32.dll,,,,
,,GetLargePageMinimum,kernal32.dll,,,,
,,GetLargestConsoleWindowSize,kernal32.dll,,,,
,,GetLastError,kernal32.dll,,,,
,,GetLinguistLangSize,kernal32.dll,,,,
,,GetLocalTime,kernal32.dll,,,,
,,GetLocaleInfoA,kernal32.dll,,,,
,,GetLocaleInfoEx,kernal32.dll,,,,
,,GetLocaleInfoW,kernal32.dll,,,,
,,GetLogicalDriveStringsA,kernal32.dll,,,,
,,GetLogicalDriveStringsW,kernal32.dll,,,,
,,GetLogicalDrives,kernal32.dll,,,,
,,GetLogicalProcessorInformation,kernal32.dll,,,,
,,GetLogicalProcessorInformationEx,kernal32.dll,,,,
,,GetLongPathNameA,kernal32.dll,,,,
,,GetLongPathNameTransactedA,kernal32.dll,,,,
,,GetLongPathNameTransactedW,kernal32.dll,,,,
,,GetLongPathNameW,kernal32.dll,,,,
,,GetMailslotInfo,kernal32.dll,,,,
,,GetMaximumProcessorCount,kernal32.dll,,,,
,,GetMaximumProcessorGroupCount,kernal32.dll,,,,
,,GetMemoryErrorHandlingCapabilities,kernal32.dll,,,,
,,GetModuleFileNameA,kernal32.dll,,,,
,,GetModuleFileNameW,kernal32.dll,,,,
,,GetModuleHandleA,kernal32.dll,,,,
,,GetModuleHandleExA,kernal32.dll,,,,
,,GetModuleHandleExW,kernal32.dll,,,,
,,GetModuleHandleW,kernal32.dll,,,,
,,GetModuleNameFromProc (123),kernal32.dll,,,,
,,GetNLSVersion,kernal32.dll,,,,
,,GetNLSVersionEx,kernal32.dll,,,,
,,GetNamedPipeAttribute,kernal32.dll,,,,
,,GetNamedPipeClientComputerNameA,kernal32.dll,,,,
,,GetNamedPipeClientComputerNameW,kernal32.dll,,,,
,,GetNamedPipeClientProcessId,kernal32.dll,,,,
,,GetNamedPipeClientSessionId,kernal32.dll,,,,
,,GetNamedPipeHandleStateA,kernal32.dll,,,,
,,GetNamedPipeHandleStateW,kernal32.dll,,,,
,,GetNamedPipeInfo,kernal32.dll,,,,
,,GetNamedPipeServerProcessId,kernal32.dll,,,,
,,GetNamedPipeServerSessionId,kernal32.dll,,,,
,,GetNativeSystemInfo,kernal32.dll,,,,
,,GetNextUmsListItem,kernal32.dll,,,,
,,GetNextVDMCommand,kernal32.dll,,,,
,,GetNlsSectionName,kernal32.dll,,,,
,,GetNumaAvailableMemory,kernal32.dll,,,,
,,GetNumaAvailableMemoryNode,kernal32.dll,,,,
,,GetNumaAvailableMemoryNodeEx,kernal32.dll,,,,
,,GetNumaHighestNodeNumber,kernal32.dll,,,,
,,GetNumaNodeNumberFromHandle,kernal32.dll,,,,
,,GetNumaNodeProcessorMask,kernal32.dll,,,,
,,GetNumaNodeProcessorMaskEx,kernal32.dll,,,,
,,GetNumaProcessorMap,kernal32.dll,,,,
,,GetNumaProcessorNode,kernal32.dll,,,,
,,GetNumaProcessorNodeEx,kernal32.dll,,,,
,,GetNumaProximityNode,kernal32.dll,,,,
,,GetNumaProximityNodeEx,kernal32.dll,,,,
,,GetNumberFormatA,kernal32.dll,,,,
,,GetNumberFormatEx,kernal32.dll,,,,
,,GetNumberFormatW,kernal32.dll,,,,
,,GetNumberOfConsoleFonts,kernal32.dll,,,,
,,GetNumberOfConsoleInputEvents,kernal32.dll,,,,
,,GetNumberOfConsoleMouseButtons,kernal32.dll,,,,
,,GetOEMCP,kernal32.dll,,,,
,,GetOverlappedResult,kernal32.dll,,,,
,,GetOverlappedResultEx,kernal32.dll,,,,
,,GetPK16SysVar (92),kernal32.dll,,,,
,,GetPackageApplicationIds,kernal32.dll,,,,
,,GetPackageFamilyName,kernal32.dll,,,,
,,GetPackageFullName,kernal32.dll,,,,
,,GetPackageId,kernal32.dll,,,,
,,GetPackageInfo,kernal32.dll,,,,
,,GetPackagePath,kernal32.dll,,,,
,,GetPackagePathByFullName,kernal32.dll,,,,
,,GetPackagesByPackageFamily,kernal32.dll,,,,
,,GetPhysicallyInstalledSystemMemory,kernal32.dll,,,,
,,GetPriorityClass,kernal32.dll,,,,
,,GetPrivateProfileIntA,kernal32.dll,,,,
,,GetPrivateProfileIntW,kernal32.dll,,,,
,,GetPrivateProfileSectionA,kernal32.dll,,,,
,,GetPrivateProfileSectionNamesA,kernal32.dll,,,,
,,GetPrivateProfileSectionNamesW,kernal32.dll,,,,
,,GetPrivateProfileSectionW,kernal32.dll,,,,
,,GetPrivateProfileStringA,kernal32.dll,,,,
,,GetPrivateProfileStringW,kernal32.dll,,,,
,,GetPrivateProfileStructA,kernal32.dll,,,,
,,GetPrivateProfileStructW,kernal32.dll,,,,
,,GetProcAddress,kernal32.dll,,,,
,,GetProcAddress16 (37),kernal32.dll,,,,
,,GetProcessAffinityMask,kernal32.dll,,,,
,,GetProcessDEPPolicy,kernal32.dll,,,,
,,GetProcessDefaultCpuSets,kernal32.dll,,,,
,,GetProcessDword (18),kernal32.dll,,,,
,,GetProcessFlags,kernal32.dll,,,,
,,GetProcessGroupAffinity,kernal32.dll,,,,
,,GetProcessHandleCount,kernal32.dll,,,,
,,GetProcessHeap,kernal32.dll,,,,
,,GetProcessHeaps,kernal32.dll,,,,
,,GetProcessId,kernal32.dll,,,,
,,GetProcessIdOfThread,kernal32.dll,,,,
,,GetProcessInformation,kernal32.dll,,,,
,,GetProcessIoCounters,kernal32.dll,,,,
,,GetProcessMitigationPolicy,kernal32.dll,,,,
,,GetProcessPreferredUILanguages,kernal32.dll,,,,
,,GetProcessPriorityBoost,kernal32.dll,,,,
,,GetProcessShutdownParameters,kernal32.dll,,,,
,,GetProcessTimes,kernal32.dll,,,,
,,GetProcessUserModeExceptionPolicy,kernal32.dll,,,,
,,GetProcessVersion,kernal32.dll,,,,
,,GetProcessWorkingSetSize,kernal32.dll,,,,
,,GetProcessWorkingSetSizeEx,kernal32.dll,,,,
,,GetProcessorSystemCycleTime,kernal32.dll,,,,
,,GetProductInfo,kernal32.dll,,,,
,,GetProductName,kernal32.dll,,,,
,,GetProfileIntA,kernal32.dll,,,,
,,GetProfileIntW,kernal32.dll,,,,
,,GetProfileSectionA,kernal32.dll,,,,
,,GetProfileSectionW,kernal32.dll,,,,
,,GetProfileStringA,kernal32.dll,,,,
,,GetProfileStringW,kernal32.dll,,,,
,,GetQueuedCompletionStatus,kernal32.dll,,,,
,,GetQueuedCompletionStatusEx,kernal32.dll,,,,
,,GetRoamingLastObservedChangeTime,kernal32.dll,,,,
,,GetSLCallbackTarget,kernal32.dll,,,,
,,GetSLCallbackTemplate,kernal32.dll,,,,
,,GetSerializedAtomBytes,kernal32.dll,,,,
,,GetShortPathNameA,kernal32.dll,,,,
,,GetShortPathNameW,kernal32.dll,,,,
,,GetStagedPackagePathByFullName,kernal32.dll,,,,
,,GetStartupInfoA,kernal32.dll,,,,
,,GetStartupInfoW,kernal32.dll,,,,
,,GetStateContainerDepth,kernal32.dll,,,,
,,GetStateFolder,kernal32.dll,,,,
,,GetStateRootFolder,kernal32.dll,,,,
,,GetStateSettingsFolder,kernal32.dll,,,,
,,GetStateVersion,kernal32.dll,,,,
,,GetStdHandle,kernal32.dll,,,,
,,GetStringScripts,kernal32.dll,,,,
,,GetStringTypeA,kernal32.dll,,,,
,,GetStringTypeExA,kernal32.dll,,,,
,,GetStringTypeExW,kernal32.dll,,,,
,,GetStringTypeW,kernal32.dll,,,,
,,GetSystemAppDataFolder,kernal32.dll,,,,
,,GetSystemAppDataKey,kernal32.dll,,,,
,,GetSystemCpuSetInformation,kernal32.dll,,,,
,,GetSystemDEPPolicy,kernal32.dll,,,,
,,GetSystemDefaultLCID,kernal32.dll,,,,
,,GetSystemDefaultLangID,kernal32.dll,,,,
,,GetSystemDefaultLocaleName,kernal32.dll,,,,
,,GetSystemDefaultUILanguage,kernal32.dll,,,,
,,GetSystemDirectoryA,kernal32.dll,,,,
,,GetSystemDirectoryW,kernal32.dll,,,,
,,GetSystemFileCacheSize,kernal32.dll,,,,
,,GetSystemFirmwareTable,kernal32.dll,,,,
,,GetSystemInfo,kernal32.dll,,,,
,,GetSystemPowerStatus,kernal32.dll,,,,
,,GetSystemPreferredUILanguages,kernal32.dll,,,,
,,GetSystemRegistryQuota,kernal32.dll,,,,
,,GetSystemTime,kernal32.dll,,,,
,,GetSystemTimeAdjustment,kernal32.dll,,,,
,,GetSystemTimeAsFileTime,kernal32.dll,,,,
,,GetSystemTimePreciseAsFileTime,kernal32.dll,,,,
,,GetSystemTimes,kernal32.dll,,,,
,,GetSystemWindowsDirectoryA,kernal32.dll,,,,
,,GetSystemWindowsDirectoryW,kernal32.dll,,,,
,,GetSystemWow64DirectoryA,kernal32.dll,,,,
,,GetSystemWow64DirectoryW,kernal32.dll,,,,
,,GetTapeParameters,kernal32.dll,,,,
,,GetTapePosition,kernal32.dll,,,,
,,GetTapeStatus,kernal32.dll,,,,
,,GetTempFileNameA,kernal32.dll,,,,
,,GetTempFileNameW,kernal32.dll,,,,
,,GetTempPathA,kernal32.dll,,,,
,,GetTempPathW,kernal32.dll,,,,
,,GetThreadContext,kernal32.dll,,,,
,,GetThreadErrorMode,kernal32.dll,,,,
,,GetThreadGroupAffinity,kernal32.dll,,,,
,,GetThreadIOPendingFlag,kernal32.dll,,,,
,,GetThreadId,kernal32.dll,,,,
,,GetThreadIdealProcessorEx,kernal32.dll,,,,
,,GetThreadInformation,kernal32.dll,,,,
,,GetThreadLocale,kernal32.dll,,,,
,,GetThreadPreferredUILanguages,kernal32.dll,,,,
,,GetThreadPriority,kernal32.dll,,,,
,,GetThreadPriorityBoost,kernal32.dll,,,,
,,GetThreadSelectedCpuSets,kernal32.dll,,,,
,,GetThreadSelectorEntry,kernal32.dll,,,,
,,GetThreadTimes,kernal32.dll,,,,
,,GetThreadUILanguage,kernal32.dll,,,,
,,GetThunkBuff (52),kernal32.dll,,,,
,,GetThunkStuff (53),kernal32.dll,,,,
,,GetTickCount,kernal32.dll,,,,
,,GetTickCount64,kernal32.dll,,,,
,,GetTimeFormatA,kernal32.dll,,,,
,,GetTimeFormatAWorker,kernal32.dll,,,,
,,GetTimeFormatEx,kernal32.dll,,,,
,,GetTimeFormatW,kernal32.dll,,,,
,,GetTimeFormatWWorker,kernal32.dll,,,,
,,GetTimeZoneInformation,kernal32.dll,,,,
,,GetTimeZoneInformationForYear,kernal32.dll,,,,
,,GetUILanguageInfo,kernal32.dll,,,,
,,GetUmsCompletionListEvent,kernal32.dll,,,,
,,GetUmsSystemThreadInformation,kernal32.dll,,,,
,,GetUserDefaultLCID,kernal32.dll,,,,
,,GetUserDefaultLangID,kernal32.dll,,,,
,,GetUserDefaultLocaleName,kernal32.dll,,,,
,,GetUserDefaultUILanguage,kernal32.dll,,,,
,,GetUserGeoID,kernal32.dll,,,,
,,GetUserPreferredUILanguages,kernal32.dll,,,,
,,GetVDMCurrentDirectories,kernal32.dll,,,,
,,GetVersion,kernal32.dll,,,,
,,GetVersionExA,kernal32.dll,,,,
,,GetVersionExW,kernal32.dll,,,,
,,GetVolumeInformationA,kernal32.dll,,,,
,,GetVolumeInformationByHandleW,kernal32.dll,,,,
,,GetVolumeInformationW,kernal32.dll,,,,
,,GetVolumeNameForVolumeMountPointA,kernal32.dll,,,,
,,GetVolumeNameForVolumeMountPointW,kernal32.dll,,,,
,,GetVolumePathNameA,kernal32.dll,,,,
,,GetVolumePathNameW,kernal32.dll,,,,
,,GetVolumePathNamesForVolumeNameA,kernal32.dll,,,,
,,GetVolumePathNamesForVolumeNameW,kernal32.dll,,,,
,,GetWin16DOSEnv (34),kernal32.dll,,,,
,,GetWindowsDirectoryA,kernal32.dll,,,,
,,GetWindowsDirectoryW,kernal32.dll,,,,
,,GetWriteWatch,kernal32.dll,,,,
,,GetXStateFeaturesMask,kernal32.dll,,,,
,,GetpWin16Lock (93),kernal32.dll,,,,
,,GlobalAddAtomA,kernal32.dll,,,,
,,GlobalAddAtomExA,kernal32.dll,,,,
,,GlobalAddAtomExW,kernal32.dll,,,,
,,GlobalAddAtomW,kernal32.dll,,,,
,,GlobalAlloc,kernal32.dll,,,,
,,GlobalAlloc16 (24),kernal32.dll,,,,
,,GlobalCompact,kernal32.dll,,,,
,,GlobalDeleteAtom,kernal32.dll,,,,
,,GlobalFindAtomA,kernal32.dll,,,,
,,GlobalFindAtomW,kernal32.dll,,,,
,,GlobalFix,kernal32.dll,,,,
,,GlobalFix16 (27),kernal32.dll,,,,
,,GlobalFlags,kernal32.dll,,,,
,,GlobalFree,kernal32.dll,,,,
,,GlobalFree16 (31),kernal32.dll,,,,
,,GlobalGetAtomNameA,kernal32.dll,,,,
,,GlobalGetAtomNameW,kernal32.dll,,,,
,,GlobalHandle,kernal32.dll,,,,
,,GlobalLock,kernal32.dll,,,,
,,GlobalLock16 (25),kernal32.dll,,,,
,,GlobalMemoryStatus,kernal32.dll,,,,
,,GlobalMemoryStatusEx,kernal32.dll,,,,
,,GlobalReAlloc,kernal32.dll,,,,
,,GlobalSize,kernal32.dll,,,,
,,GlobalSize16 (32),kernal32.dll,,,,
,,GlobalUnWire,kernal32.dll,,,,
,,GlobalUnWire16 (30),kernal32.dll,,,,
,,GlobalUnfix,kernal32.dll,,,,
,,GlobalUnfix16 (28),kernal32.dll,,,,
,,GlobalUnlock,kernal32.dll,,,,
,,GlobalUnlock16 (26),kernal32.dll,,,,
,,GlobalWire,kernal32.dll,,,,
,,GlobalWire16 (29),kernal32.dll,,,,
,,Heap32First,kernal32.dll,,,,
,,Heap32ListFirst,kernal32.dll,,,,
,,Heap32ListNext,kernal32.dll,,,,
,,Heap32Next,kernal32.dll,,,,
,,HeapAlloc,kernal32.dll,,,,
,,HeapCompact,kernal32.dll,,,,
,,HeapCreate,kernal32.dll,,,,
,,HeapCreateTagsW,kernal32.dll,,,,
,,HeapDestroy,kernal32.dll,,,,
,,HeapExtend,kernal32.dll,,,,
,,HeapFree,kernal32.dll,,,,
,,HeapLock,kernal32.dll,,,,
,,HeapQueryInformation,kernal32.dll,,,,
,,HeapQueryTagW,kernal32.dll,,,,
,,HeapReAlloc,kernal32.dll,,,,
,,HeapSetFlags,kernal32.dll,,,,
,,HeapSetInformation,kernal32.dll,,,,
,,HeapSize,kernal32.dll,,,,
,,HeapSummary,kernal32.dll,,,,
,,HeapUnlock,kernal32.dll,,,,
,,HeapUsage,kernal32.dll,,,,
,,HeapValidate,kernal32.dll,,,,
,,HeapWalk,kernal32.dll,,,,
,,HouseCleanLogicallyDeadHandles (33),kernal32.dll,,,,
,,IdnToAscii,kernal32.dll,,,,
,,IdnToNameprepUnicode,kernal32.dll,,,,
,,IdnToUnicode,kernal32.dll,,,,
,,InitAtomTable,kernal32.dll,,,,
,,InitOnceBeginInitialize,kernal32.dll,,,,
,,InitOnceComplete,kernal32.dll,,,,
,,InitOnceExecuteOnce,kernal32.dll,,,,
,,InitOnceInitialize,kernal32.dll,,,,
,,InitializeConditionVariable,kernal32.dll,,,,
,,InitializeContext,kernal32.dll,,,,
,,InitializeCriticalSection,kernal32.dll,,,,
,,InitializeCriticalSectionAndSpinCount,kernal32.dll,,,,
,,InitializeCriticalSectionEx,kernal32.dll,,,,
,,InitializeExtendedContext,kernal32.dll,,,,
,,InitializeProcThreadAttributeList,kernal32.dll,,,,
,,InitializeSListHead,kernal32.dll,,,,
,,InitializeSRWLock,kernal32.dll,,,,
,,InitializeSynchronizationBarrier,kernal32.dll,,,,
,,InstallELAMCertificateInfo,kernal32.dll,,,,
,,InterlockedCompareExchange,kernal32.dll,,,,
,,InterlockedCompareExchange64,kernal32.dll,,,,
,,InterlockedDecrement,kernal32.dll,,,,
,,InterlockedExchange,kernal32.dll,,,,
,,InterlockedExchangeAdd,kernal32.dll,,,,
,,InterlockedFlushSList,kernal32.dll,,,,
,,InterlockedIncrement,kernal32.dll,,,,
,,InterlockedPopEntrySList,kernal32.dll,,,,
,,InterlockedPushEntrySList,kernal32.dll,,,,
,,InterlockedPushListSList,kernal32.dll,,,,
,,InterlockedPushListSListEx,kernal32.dll,,,,
,,InvalidateConsoleDIBits,kernal32.dll,,,,
,,InvalidateNLSCache,kernal32.dll,,,,
,,IsBadCodePtr,kernal32.dll,,,,
,,IsBadHugeReadPtr,kernal32.dll,,,,
,,IsBadHugeWritePtr,kernal32.dll,,,,
,,IsBadReadPtr,kernal32.dll,,,,
,,IsBadStringPtrA,kernal32.dll,,,,
,,IsBadStringPtrW,kernal32.dll,,,,
,,IsBadWritePtr,kernal32.dll,,,,
,,IsCalendarLeapDay,kernal32.dll,,,,
,,IsCalendarLeapMonth,kernal32.dll,,,,
,,IsCalendarLeapYear,kernal32.dll,,,,
,,IsDBCSLeadByte,kernal32.dll,,,,
,,IsDBCSLeadByteEx,kernal32.dll,,,,
,,IsDebuggerPresent,kernal32.dll,,,,
,,IsLSCallback,kernal32.dll,,,,
,,IsNLSDefinedString,kernal32.dll,,,,
,,IsNativeVhdBoot,kernal32.dll,,,,
,,IsNormalizedString,kernal32.dll,,,,
,,IsProcessCritical,kernal32.dll,,,,
,,IsProcessInJob,kernal32.dll,,,,
,,IsProcessorFeaturePresent,kernal32.dll,,,,
,,IsSLCallback,kernal32.dll,,,,
,,IsSystemResumeAutomatic,kernal32.dll,,,,
,,IsThreadAFiber,kernal32.dll,,,,
,,IsThreadId (71),kernal32.dll,,,,
,,IsThreadpoolTimerSet,kernal32.dll,,,,
,,IsTimeZoneRedirectionEnabled,kernal32.dll,,,,
,,IsValidCalDateTime,kernal32.dll,,,,
,,IsValidCodePage,kernal32.dll,,,,
,,IsValidLanguageGroup,kernal32.dll,,,,
,,IsValidLocale,kernal32.dll,,,,
,,IsValidLocaleName,kernal32.dll,,,,
,,IsValidNLSVersion,kernal32.dll,,,,
,,IsValidUILanguage,kernal32.dll,,,,
,,IsWow64Process,kernal32.dll,,,,
,,K32EmptyWorkingSet,kernal32.dll,,,,
,,K32EnumDeviceDrivers,kernal32.dll,,,,
,,K32EnumPageFilesA,kernal32.dll,,,,
,,K32EnumPageFilesW,kernal32.dll,,,,
,,K32EnumProcessModules,kernal32.dll,,,,
,,K32EnumProcessModulesEx,kernal32.dll,,,,
,,K32EnumProcesses,kernal32.dll,,,,
,,K32GetDeviceDriverBaseNameA,kernal32.dll,,,,
,,K32GetDeviceDriverBaseNameW,kernal32.dll,,,,
,,K32GetDeviceDriverFileNameA,kernal32.dll,,,,
,,K32GetDeviceDriverFileNameW,kernal32.dll,,,,
,,K32GetMappedFileNameA,kernal32.dll,,,,
,,K32GetMappedFileNameW,kernal32.dll,,,,
,,K32GetModuleBaseNameA,kernal32.dll,,,,
,,K32GetModuleBaseNameW,kernal32.dll,,,,
,,K32GetModuleFileNameExA,kernal32.dll,,,,
,,K32GetModuleFileNameExW,kernal32.dll,,,,
,,K32GetModuleInformation,kernal32.dll,,,,
,,K32GetPerformanceInfo,kernal32.dll,,,,
,,K32GetProcessImageFileNameA,kernal32.dll,,,,
,,K32GetProcessImageFileNameW,kernal32.dll,,,,
,,K32GetProcessMemoryInfo,kernal32.dll,,,,
,,K32GetWsChanges,kernal32.dll,,,,
,,K32GetWsChangesEx,kernal32.dll,,,,
,,K32InitializeProcessForWsWatch,kernal32.dll,,,,
,,K32QueryWorkingSet,kernal32.dll,,,,
,,K32QueryWorkingSetEx,kernal32.dll,,,,
,,K32Thk1632Epilog,kernal32.dll,,,,
,,K32Thk1632Prolog,kernal32.dll,,,,
